Time,0.2,0.7,1.7,2.45,2.8,3.15,3.6,4.05,4.5,5,5.6,6.7,8,9.5,11.1,13.5,16,18,19.6
2000-02-25 00:00:00,,-1.3,-0.64,-0.27,-0.02,-0.02,-0.03,,-0.01,,,-0.04,,,-0.15,,,,
2000-02-26 00:00:00,,-1.3,-0.65,-0.29,-0.03,-0.02,-0.02,,-0.01,,,-0.04,,,-0.15,,,,
2000-02-27 00:00:00,,-1.35,-0.66,-0.26,-0.04,-0.02,-0.02,,-0.02,,,-0.05,,,-0.16,,,,
2000-02-28 00:00:00,,-1.34,-0.66,-0.27,-0.04,-0.02,-0.02,,-0.02,,,-0.04,,,-0.17,,,,
2000-02-29 00:00:00,,-1.33,-0.66,-0.28,-0.03,-0.03,-0.02,,-0.02,,,-0.04,,,-0.16,,,,
2000-03-01 00:00:00,,-1.3,-0.67,-0.3,-0.03,-0.03,-0.02,,-0.02,,,-0.04,,,-0.15,,,,
2000-03-02 00:00:00,,-1.32,-0.7,-0.31,-0.04,-0.05,-0.03,,0,,,-0.04,,,-0.16,,,,
2000-03-03 00:00:00,,-1.33,-0.69,-0.31,-0.04,-0.05,-0.03,,0,,,-0.04,,,-0.18,,,,
2000-03-04 00:00:00,,-1.31,-0.69,-0.31,-0.05,-0.05,-0.03,,0.01,,,-0.04,,,-0.17,,,,
2000-03-05 00:00:00,,-1.34,-0.7,-0.32,-0.05,-0.05,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-03-06 00:00:00,,-1.37,-0.72,-0.32,-0.05,-0.05,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-03-07 00:00:00,,-1.4,-0.72,-0.32,-0.06,-0.04,-0.04,,0,,,-0.04,,,-0.17,,,,
2000-03-08 00:00:00,,-1.4,-0.74,-0.33,-0.06,-0.04,-0.04,,-0.01,,,-0.05,,,-0.18,,,,
2000-03-09 00:00:00,,-1.42,-0.75,-0.32,-0.06,-0.04,-0.05,,-0.01,,,-0.05,,,-0.18,,,,
2000-03-10 00:00:00,,-1.43,-0.78,-0.33,-0.07,-0.05,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-03-11 00:00:00,,-1.45,-0.79,-0.33,-0.07,-0.05,-0.04,,0,,,-0.04,,,-0.17,,,,
2000-03-12 00:00:00,,-1.47,-0.81,-0.35,-0.06,-0.05,-0.04,,0,,,-0.04,,,-0.17,,,,
2000-03-13 00:00:00,,-1.49,-0.81,-0.34,-0.06,-0.03,-0.04,,0.01,,,-0.04,,,-0.17,,,,
2000-03-14 00:00:00,,-1.48,-0.81,-0.35,-0.06,-0.05,-0.04,,0.01,,,-0.04,,,-0.17,,,,
2000-03-15 00:00:00,,-1.46,-0.8,-0.37,-0.06,-0.05,-0.03,,0,,,-0.04,,,-0.17,,,,
2000-03-16 00:00:00,,-1.46,-0.81,-0.37,-0.06,-0.05,-0.03,,0,,,-0.04,,,-0.18,,,,
2000-03-17 00:00:00,,-1.46,-0.81,-0.36,-0.05,-0.04,-0.03,,0,,,-0.05,,,-0.18,,,,
2000-03-18 00:00:00,,-1.45,-0.8,-0.38,-0.06,-0.04,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-03-19 00:00:00,,-1.42,-0.81,-0.39,-0.08,-0.05,-0.03,,0.01,,,-0.04,,,-0.17,,,,
2000-03-20 00:00:00,,-1.44,-0.82,-0.41,-0.09,-0.06,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-03-21 00:00:00,,-1.48,-0.82,-0.42,-0.09,-0.06,-0.04,,0,,,-0.05,,,-0.18,,,,
2000-03-22 00:00:00,,-1.5,-0.84,-0.41,-0.08,-0.06,-0.03,,-0.01,,,-0.04,,,-0.18,,,,
2000-03-23 00:00:00,,-1.5,-0.85,-0.41,-0.07,-0.06,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-03-24 00:00:00,,-1.5,-0.85,-0.42,-0.07,-0.06,-0.03,,0.01,,,-0.04,,,-0.18,,,,
2000-03-25 00:00:00,,-1.48,-0.84,-0.41,-0.07,-0.06,-0.03,,0,,,-0.04,,,-0.18,,,,
2000-03-26 00:00:00,,-1.46,-0.83,-0.42,-0.06,-0.06,-0.03,,0,,,-0.04,,,-0.18,,,,
2000-03-27 00:00:00,,-1.43,-0.83,-0.44,-0.08,-0.07,-0.03,,0,,,-0.04,,,-0.18,,,,
2000-03-28 00:00:00,,-1.4,-0.8,-0.43,-0.08,-0.05,-0.03,,-0.01,,,-0.04,,,-0.18,,,,
2000-03-29 00:00:00,,-1.38,-0.81,-0.44,-0.07,-0.07,-0.04,,0.01,,,-0.04,,,-0.18,,,,
2000-03-30 00:00:00,,-1.36,-0.82,-0.45,-0.07,-0.06,-0.04,,0.01,,,-0.04,,,-0.18,,,,
2000-03-31 00:00:00,,-1.36,-0.82,-0.45,-0.08,-0.06,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-04-01 00:00:00,,-1.36,-0.82,-0.46,-0.08,-0.04,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-04-02 00:00:00,,-1.39,-0.85,-0.46,-0.09,-0.05,-0.04,,0,,,-0.04,,,-0.17,,,,
2000-04-03 00:00:00,,-1.4,-0.85,-0.46,-0.08,-0.06,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-04-04 00:00:00,,-1.4,-0.86,-0.46,-0.09,-0.07,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-04-05 00:00:00,,-1.39,-0.85,-0.45,-0.08,-0.06,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-04-06 00:00:00,,-1.4,-0.87,-0.46,-0.09,-0.07,-0.04,,0.01,,,-0.04,,,-0.18,,,,
2000-04-07 00:00:00,,-1.43,-0.89,-0.48,-0.1,-0.06,-0.04,,0.01,,,-0.04,,,-0.18,,,,
2000-04-08 00:00:00,,-1.44,-0.87,-0.48,-0.09,-0.07,-0.04,,0,,,-0.04,,,-0.18,,,,
2000-04-09 00:00:00,,-1.44,-0.89,-0.48,-0.1,-0.07,-0.04,,0.01,,,-0.04,,,-0.18,,,,
2000-04-10 00:00:00,,-1.44,-0.92,-0.49,-0.1,-0.06,-0.04,,0,,,-0.04,,,-0.17,,,,
2000-04-11 00:00:00,,-1.46,-0.92,-0.51,-0.12,-0.07,-0.05,,0,,,-0.04,,,-0.18,,,,
2000-04-12 00:00:00,,-1.45,-0.93,-0.51,-0.12,-0.05,-0.04,,0.01,,,-0.04,,,-0.18,,,,
2000-04-13 00:00:00,,-1.49,-0.95,-0.53,-0.13,-0.07,-0.04,,0,,,-0.04,,,-0.17,,,,
2000-04-14 00:00:00,,-1.5,-0.96,-0.55,-0.14,-0.08,-0.05,,0,,,-0.04,,,-0.17,,,,
2000-04-15 00:00:00,,-1.51,-0.96,-0.55,-0.14,-0.07,-0.05,,0.01,,,-0.04,,,-0.18,,,,
2000-04-16 00:00:00,,-1.52,-0.97,-0.55,-0.16,-0.08,-0.05,,0,,,-0.04,,,-0.18,,,,
2000-04-17 00:00:00,,-1.53,-0.98,-0.56,-0.16,-0.08,-0.06,,0.01,,,-0.04,,,-0.17,,,,
2000-04-18 00:00:00,,-1.52,-0.99,-0.57,-0.17,-0.07,-0.06,,0,,,-0.04,,,-0.18,,,,
2000-04-19 00:00:00,,-1.53,-1.02,-0.58,-0.19,-0.08,-0.05,,0.01,,,-0.04,,,-0.18,,,,
2000-04-20 00:00:00,,-1.53,-1.02,-0.56,-0.19,-0.08,-0.06,,0,,,-0.04,,,-0.18,,,,
2000-04-21 00:00:00,,-1.54,-1.02,-0.55,-0.21,-0.09,-0.06,,0.01,,,-0.04,,,-0.17,,,,
2000-04-22 00:00:00,,-1.51,-1.01,-0.55,-0.22,-0.09,-0.06,,0.01,,,-0.04,,,-0.17,,,,
2000-04-23 00:00:00,,-1.37,-0.88,-0.55,-0.22,-0.1,-0.07,,0.01,,,-0.04,,,-0.17,,,,
2000-04-24 00:00:00,,-1.31,-0.87,-0.55,-0.22,-0.09,-0.06,,0.01,,,-0.04,,,-0.17,,,,
2000-04-25 00:00:00,,-1.28,-0.86,-0.53,-0.24,-0.09,-0.07,,0,,,-0.05,,,-0.17,,,,
2000-04-26 00:00:00,,-1.18,-0.81,-0.49,-0.22,-0.1,-0.07,,0.01,,,-0.04,,,-0.17,,,,
2000-04-27 00:00:00,,-1.12,-0.78,-0.49,-0.22,-0.1,-0.08,,-0.01,,,-0.04,,,-0.16,,,,
2000-04-28 00:00:00,,-1.09,-0.75,-0.49,-0.24,-0.12,-0.08,,-0.01,,,-0.04,,,-0.15,,,,
